Day,Month,Year,Tx,Tn,RH,u2,Rs,ETo,e(a),e(s),Ra,n,N,Rnl,Rn
25,1,2012,18.2,4.5,29.4,1.18,19.22,2.8,0.395,1.466,25.14,10.76,10.76,8.12,6.62
26,1,2012,22.4,4.5,19.5,2.77,19.08,4.7,0.301,1.776,25.27,10.77,10.77,8.65,6.04
27,1,2012,24.4,6.6,17.7,3.21,18.83,5.5,0.312,2.015,25.4,10.6,10.79,8.64,5.86
28,1,2012,25.6,9.3,24.5,3.2,18.39,5.5,0.488,2.227,25.53,10.16,10.81,7.88,6.28
29,1,2012,20.6,5.4,37.9,2.83,17.86,4,0.568,1.662,25.67,9.65,10.82,6.83,6.92
30,1,2012,21.4,5.3,39.6,3.88,17.58,4.6,0.607,1.72,25.81,9.35,10.84,6.57,6.97
31,1,2012,25.6,8.6,38.3,5.96,17.97,6.5,0.747,2.2,25.95,9.61,10.86,6.72,7.12
1,2,2012,30.6,13.1,35.4,3.93,18.31,6.5,0.927,2.949,26.1,9.83,10.88,6.84,7.26
2,2,2012,19,7.5,33.9,4.92,15.84,5,0.516,1.617,26.24,7.71,10.9,5.7,6.5
3,2,2012,17.4,3.6,35,3.12,16.96,3.9,0.444,1.389,26.39,8.57,10.92,6.2,6.86
4,2,2012,19.2,2.8,15.5,1.95,17.73,3.8,0.203,1.486,26.54,9.14,10.94,7.41,6.24
5,2,2012,19.8,3.4,18.9,1.77,18.36,3.6,0.258,1.545,26.7,9.59,10.95,7.57,6.57
6,2,2012,19.9,3.2,26.7,2.32,19.6,4,0.364,1.546,26.85,10.54,10.97,7.81,7.28
7,2,2012,20.8,4.7,33,3.42,18.79,4.7,0.486,1.655,27.01,9.8,10.99,7.04,7.43
8,2,2012,25.1,7.6,34.6,3.49,18.37,5.3,0.643,2.115,27.17,9.39,11.02,6.69,7.46
9,2,2012,27.9,11.1,25.4,3.3,19.12,6.1,0.576,2.54,27.33,9.93,11.04,7.52,7.21
10,2,2012,28.7,11.6,26,2.96,20.12,5.9,0.614,2.651,27.49,10.66,11.06,7.95,7.54
11,2,2012,23.3,9.7,42.8,2.79,19.28,4.4,0.803,2.032,27.65,9.91,11.08,6.58,8.27
12,2,2012,20.5,7.8,33.3,2.69,19.58,4.3,0.538,1.735,27.82,10.08,11.1,7.13,7.94
13,2,2012,24.1,7.8,24.6,1.37,18.69,3.7,0.446,2.03,27.98,9.29,11.12,7.07,7.32
14,2,2012,26.1,8.8,18.3,2.52,18.95,5.3,0.365,2.257,28.15,9.43,11.14,7.57,7.02
15,2,2012,28.4,11.1,18,4.04,19.69,7.3,0.414,2.595,28.32,9.94,11.16,7.99,7.17
16,2,2012,32,13.3,23.1,4.41,18.72,8.1,0.635,3.141,28.49,9.11,11.19,7.02,7.39
17,2,2012,29,14.8,37.3,2.34,19.29,5.1,0.98,2.845,28.66,9.48,11.21,6.33,8.53
18,2,2012,26.3,12.7,21.1,3.34,21.27,6.3,0.478,2.445,28.83,10.96,11.23,8.4,7.98
19,2,2012,24.7,8.5,26.3,2.37,19.3,4.9,0.497,2.111,29,9.35,11.25,6.95,7.91
20,2,2012,19.9,6.3,30.8,2.98,18.06,4.5,0.464,1.639,29.18,8.32,11.28,6.03,7.87
21,2,2012,17.3,4.8,29.3,3.06,19.27,4.3,0.386,1.418,29.35,9.19,11.3,6.6,8.24
22,2,2012,18.4,3.2,18.6,2.03,20.71,4,0.241,1.443,29.53,10.22,11.32,7.75,8.19
23,2,2012,21.6,4.4,16,2.42,20.07,4.8,0.24,1.708,29.7,9.66,11.35,7.6,7.85
24,2,2012,26.3,8.8,17.6,4.07,20.15,7,0.353,2.277,29.88,9.65,11.37,7.64,7.88
25,2,2012,30.3,12,30.1,6.93,17.65,9.1,0.756,2.86,30.05,7.69,11.39,5.58,8.01
26,2,2012,19.6,7,38.8,3.11,22.96,4.6,0.593,1.641,30.23,11.42,11.42,7.66,10.02
27,2,2012,22.8,4.4,31.5,1.52,23.54,4.1,0.491,1.806,30.4,11.44,11.44,8.07,9.77
28,2,2012,26.3,8.6,28.6,3.11,19.9,5.8,0.57,2.269,30.58,9.19,11.46,6.61,8.71
29,2,2012,29.3,13.5,30,3.61,21.42,6.8,0.765,2.812,30.76,10.26,11.49,7.13,9.36
1,3,2012,25.4,11.6,21.4,3.18,22.63,6.2,0.456,2.305,30.76,11.16,11.49,8.33,9.09
2,3,2012,27.1,9,14.4,3.45,21.92,6.9,0.298,2.367,30.93,10.56,11.51,8.46,8.42
3,3,2012,18.6,7,29.9,5.09,20.74,5.6,0.442,1.573,31.11,9.61,11.54,6.75,9.22
4,3,2012,18.6,2.3,22.2,1.78,24.86,4,0.281,1.432,31.28,11.56,11.56,8.47,9.88
5,3,2012,23.4,4.9,16,2.14,22.31,5,0.258,1.872,31.46,10.64,11.58,8.19,8.99
6,3,2012,22.9,4.8,24.7,2.64,21.34,5.1,0.391,1.826,31.63,9.86,11.61,7.14,9.29
7,3,2012,26,7.4,21.6,2.13,21.74,5.2,0.411,2.196,31.81,10.08,11.63,7.5,9.24
8,3,2012,28,9.2,18.1,2.33,21.89,5.8,0.388,2.472,31.98,10.13,11.66,7.8,9.06
9,3,2012,29.7,10.9,18.8,2.69,22.29,6.5,0.448,2.737,32.16,10.35,11.68,7.91,9.25
10,3,2012,26.8,10.6,21.3,2.53,22.47,5.9,0.459,2.401,32.33,10.42,11.71,7.72,9.58
11,3,2012,27.4,8.6,20.1,1.62,24.44,5.1,0.415,2.384,32.5,11.73,11.73,8.7,10.12
12,3,2012,30.6,11.4,17.9,3.91,23.75,8.1,0.445,2.87,32.67,11.21,11.76,8.54,9.74
13,3,2012,32.5,13.4,9.8,4.28,25.18,9.4,0.274,3.214,32.84,11.78,11.78,10.11,9.15
14,3,2012,33.2,13,7.8,3.72,25.55,9,0.22,3.292,33.01,11.81,11.81,10.43,8.94
15,3,2012,34.5,15.1,15.3,3.8,24.48,9,0.479,3.593,33.18,11.54,11.83,9.05,9.8
16,3,2012,32.4,13,21.4,3.21,20.67,7.5,0.59,3.181,33.34,8.77,11.86,6.58,9.34
17,3,2012,29.2,13.1,19.4,3.48,24.39,7.5,0.487,2.78,33.51,11.36,11.88,8.41,10.37
18,3,2012,17.8,6.7,15.3,5.62,20.57,6.5,0.218,1.51,33.67,8.59,11.91,6.56,9.28
19,3,2012,19.5,3.6,14.9,2.95,21.59,5.2,0.203,1.529,33.83,9.26,11.93,7,9.63
20,3,2012,23.4,6.3,10.3,1.73,20.39,4.7,0.174,1.916,33.99,8.36,11.96,6.81,8.89
21,3,2012,24.3,10.4,16.7,2.38,13.9,5.1,0.331,2.15,34.15,3.76,11.98,3.37,7.33
22,3,2012,24.3,11.7,32.4,3.2,17.77,5.5,0.669,2.207,34.31,6.43,12.01,4.52,9.16
23,3,2012,25.2,13.4,33.2,4.41,18.63,6.5,0.743,2.372,34.47,6.99,12.03,4.79,9.55
24,3,2012,25.3,13,39,4.66,19.74,6.4,0.865,2.361,34.62,7.72,12.06,4.97,10.23
25,3,2012,27.5,13.5,50.1,4.34,20.31,6,1.208,2.609,34.78,8.07,12.08,4.66,10.98
26,3,2012,24.8,14.5,59.1,4.15,21.55,5.2,1.352,2.391,34.93,8.89,12.11,4.75,11.84
27,3,2012,32.4,15.1,34.8,4.07,22.55,7.9,1.023,3.29,35.08,9.53,12.13,5.99,11.37
